id,user_id,user_name,title,description,created_at,published_at,game,url,thumbnail_url,viewable,view_count,language,type,duration
737017899,32140000,SypherPK,thorr,,2020-09-10T16:07:23Z,2020-09-10T16:07:23Z,,https://www.twitch.tv/videos/737017899,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/9a83b836b5d083c2e2e6_sypherpk_42229388808_4901029164//thumb/thumb737017899-%{width}x%{height}.jpg,public,45,en,highlight,21m11s
736999996,32140000,SypherPK,first vvideo,,2020-09-10T15:42:43Z,2020-09-10T15:42:43Z,,https://www.twitch.tv/videos/736999996,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/2a3f4f93d1da3f8e4f33_sypherpk_57589576709_8920811834//thumb/thumb736999996-%{width}x%{height}.jpg,public,34,en,highlight,20m6s
736973017,32140000,SypherPK,BIG FORTNITE UPDATE (Iron Man + More!) | @SypherPK | 👹 !HeadBand,,2020-09-10T14:59:48Z,2020-09-10T14:59:48Z,Fortnite,https://www.twitch.tv/videos/736973017,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/51adfbec3a161e19217a_sypherpk_39628704974_1599749971//thumb/thumb0-%{width}x%{height}.jpg,public,151981,en,archive,4h48m41s
736828665,110690086,Myth,Highlight: AMONG US WITH AN ELITE GROUP OF FRIENDS - !socials,,2020-09-10T09:49:57Z,2020-09-10T09:49:57Z,,https://www.twitch.tv/videos/736828665,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/f186592a6a0cb275e908_myth_73964392352_8009865884//thumb/thumb736828665-%{width}x%{height}.jpg,public,1284,en,highlight,11m8s
736615261,26154978,Sykkuno,amongus w friens!,,2020-09-10T02:10:30Z,2020-09-10T02:10:30Z,Among Us,https://www.twitch.tv/videos/736615261,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/c88f67b55bbc0cb0cf13_sykkuno_39623680334_1599703821//thumb/thumb0-%{width}x%{height}.jpg,public,347562,en,archive,7h26m48s
736580021,110690086,Myth,AMONG US WITH AN ELITE GROUP OF FRIENDS - !socials,,2020-09-10T01:33:17Z,2020-09-10T01:33:17Z,Among Us,https://www.twitch.tv/videos/736580021,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/461501e0c4cfb206005b_myth_39623082654_1599701581//thumb/thumb0-%{width}x%{height}.jpg,public,363766,en,archive,7h49m9s
736330350,32140000,SypherPK,AAAAAAAAAAAAA,,2020-09-09T21:05:31Z,2020-09-09T21:05:31Z,,https://www.twitch.tv/videos/736330350,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/320da25fdb8d1824a2dd_sypherpk_11301153302_8762170378//thumb/thumb736330350-%{width}x%{height}.jpg,public,229,en,highlight,12m47s
736304156,32140000,SypherPK,SHORT MORNING FORTNITE STREAM // | @SypherPK | 👹 !HeadBand,,2020-09-09T20:35:44Z,2020-09-09T20:35:44Z,Fortnite,https://www.twitch.tv/videos/736304156,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/a2fbba1541fc94663ccc_sypherpk_39618986158_1599683727//thumb/thumb0-%{width}x%{height}.jpg,public,79435,en,archive,3h25m50s
736264920,32140000,SypherPK,tiko vs sypherpk,,2020-09-09T19:52:26Z,2020-09-09T19:52:26Z,,https://www.twitch.tv/videos/736264920,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/bb200898e7afeb18c39f_sypherpk_41533614567_7902355219//thumb/thumb736264920-%{width}x%{height}.jpg,public,262,en,highlight,26m16s
736168817,207813352,HasanAbi,HELLO NEWSTIME FIRST,,2020-09-09T18:09:19Z,2020-09-09T18:09:19Z,Just Chatting,https://www.twitch.tv/videos/736168817,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/2e00e03ab4fde6e289ca_hasanabi_39617698510_1599674949//thumb/thumb0-%{width}x%{height}.jpg,public,252188,en,archive,9h17m22s
736151398,32140000,SypherPK,intro,,2020-09-09T17:52:42Z,2020-09-09T17:52:42Z,,https://www.twitch.tv/videos/736151398,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/04f4cef7c6512d45a0a8_sypherpk_90201018816_3844698761//thumb/thumb736151398-%{width}x%{height}.jpg,public,117,en,highlight,2m58s
736143372,32140000,SypherPK,p2,,2020-09-09T17:42:52Z,2020-09-09T17:42:52Z,,https://www.twitch.tv/videos/736143372,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/0487ccba6e83ec59c3d0_sypherpk_66049634881_5217768305//thumb/thumb736143372-%{width}x%{height}.jpg,public,33,en,highlight,28m37s
736125151,32140000,SypherPK,juice,,2020-09-09T17:19:52Z,2020-09-09T17:19:52Z,,https://www.twitch.tv/videos/736125151,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/5fb29ec829d02e4e02d0_sypherpk_92231446518_8331355435//thumb/thumb736125151-%{width}x%{height}.jpg,public,25,en,highlight,23m4s
736096344,32140000,SypherPK,default found,,2020-09-09T16:46:53Z,2020-09-09T16:46:53Z,,https://www.twitch.tv/videos/736096344,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/2d3f45945e7843a571d5_sypherpk_92087293091_3701499418//thumb/thumb736096344-%{width}x%{height}.jpg,public,27,en,highlight,21m59s
736069992,32140000,SypherPK,SHORT MORNING FORTNITE STREAM // | @SypherPK | 👹 !HeadBand,,2020-09-09T16:10:14Z,2020-09-09T16:10:14Z,Fortnite,https://www.twitch.tv/videos/736069992,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/f4cf88061b08ec4b9e56_sypherpk_39616920846_1599667795//thumb/thumb0-%{width}x%{height}.jpg,public,102647,en,archive,3h0m0s
735878084,26154978,Sykkuno,i thought i called a lights sabotage,,2020-09-09T09:54:05Z,2020-09-09T09:54:05Z,,https://www.twitch.tv/videos/735878084,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/2edcbce1a47705abafd3_sykkuno_20267619808_7130323051//thumb/thumb735878084-%{width}x%{height}.jpg,public,15301,en,highlight,23s
735777238,26154978,Sykkuno,chilling then among us!,,2020-09-09T04:54:51Z,2020-09-09T04:54:51Z,Among Us,https://www.twitch.tv/videos/735777238,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/aad5e568f85a308249ca_sykkuno_39613609438_1599627282//thumb/thumb0-%{width}x%{height}.jpg,public,176703,en,archive,4h47m48s
735641506,26154978,Sykkuno,chilling then among us!,,2020-09-09T01:46:38Z,2020-09-09T01:46:38Z,Among Us,https://www.twitch.tv/videos/735641506,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/584e1773ca67f9b53aac_sykkuno_39611166862_1599615989//thumb/thumb0-%{width}x%{height}.jpg,public,144445,en,archive,3h7m16s
735530805,110690086,Myth,"Chillin now, among us soon! - !socials",,2020-09-08T23:55:46Z,2020-09-08T23:55:46Z,Among Us,https://www.twitch.tv/videos/735530805,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/ad23ffa9f6e7ca6be263_myth_39609357390_1599609331//thumb/thumb0-%{width}x%{height}.jpg,public,474406,en,archive,9h49m21s
735406506,207813352,HasanAbi,Highlight: POG ,,2020-09-08T21:37:06Z,2020-09-08T21:37:06Z,,https://www.twitch.tv/videos/735406506,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/69819f88ef2975b6d96a_hasanabi_31188516423_8047464068//thumb/thumb735406506-%{width}x%{height}.jpg,public,4882,en,highlight,2h55m2s
735403431,207813352,HasanAbi,OKBUD,,2020-09-08T21:33:21Z,2020-09-08T21:33:21Z,Just Chatting,https://www.twitch.tv/videos/735403431,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/c6c4636b6085fc57ee6a_hasanabi_39607476430_1599600792//thumb/thumb0-%{width}x%{height}.jpg,public,212575,en,archive,7h9m50s
735173821,32140000,SypherPK,react randy,,2020-09-08T17:15:50Z,2020-09-08T17:15:50Z,,https://www.twitch.tv/videos/735173821,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/a02837e2338bc214fbfe_sypherpk_54136315164_2275133945//thumb/thumb735173821-%{width}x%{height}.jpg,public,142,en,highlight,12m32s
735138745,32140000,SypherPK,shockwave,,2020-09-08T16:32:31Z,2020-09-08T16:32:31Z,,https://www.twitch.tv/videos/735138745,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/a67e432c827bf35f2ba2_sypherpk_13583998844_7614476284//thumb/thumb735138745-%{width}x%{height}.jpg,public,114,en,highlight,18m49s
735117873,32140000,SypherPK,fdskjfjkdsf,,2020-09-08T16:03:29Z,2020-09-08T16:03:29Z,,https://www.twitch.tv/videos/735117873,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/78ebea00cec878a115aa_sypherpk_83342420042_5660984759//thumb/thumb735117873-%{width}x%{height}.jpg,public,58,en,highlight,21m1s
735093820,32140000,SypherPK,FORTNITE CONTENT // | @SypherPK | 👹 !HeadBand,,2020-09-08T15:28:56Z,2020-09-08T15:28:56Z,Fortnite,https://www.twitch.tv/videos/735093820,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/9fb73204615cd43b4320_sypherpk_39604607150_1599578919//thumb/thumb0-%{width}x%{height}.jpg,public,182716,en,archive,7h50m40s
734815792,26154978,Sykkuno,secret among us stream,,2020-09-08T04:09:17Z,2020-09-08T04:09:17Z,Among Us,https://www.twitch.tv/videos/734815792,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/34e7bbdd7d9babda1486_sykkuno_39601189966_1599538145//thumb/thumb0-%{width}x%{height}.jpg,public,268114,en,archive,7h22m14s
734268534,207813352,HasanAbi,LABOR DAY WEEKEND WE LABOR BOYS,,2020-09-07T18:00:27Z,2020-09-07T18:00:27Z,Just Chatting,https://www.twitch.tv/videos/734268534,https://static-cdn.jtvnw.net/cf_vods/d2nvs31859zcd8/ca0c6f88989911c0173c_hasanabi_39593230382_1599501618//thumb/thumb0-%{width}x%{height}.jpg,public,338722,en,archive,10h1m20s
